title,date,jobId,location,description,url,scraped_at,page_number,Contractor
"Systems Support Technician :: Atlanta, GA (Hybrid)",08/25/2025,25-04714,"Atlanta, GA","Systems Support Technician    Location: Atlanta, GA    Duration: 9+ months, Hybrid    The Systems Support Technician will report to the Security Manager. Responsibilities include provisioning, managing, and troubleshooting user access for systems, applications, and databases as part of the Security team. Work across multiple platforms, including mainframe applications & data using RACF, Unix/L...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:06.210140,1,ARK Solutions Inc.
"Law Clerk II - Washington, DC (Onsite)",08/22/2025,25-04707,"Washington, DC","Law Clerk II - Washington, DC    Duration: 24+ months, Onsite    Seeking a professional to provide litigation support for a prestigious client. This role demands exceptional legal writing and research skills, along with the ability to work closely with attorneys on complex cases. The position requires a commitment to working on-site five days a week.    Key Responsibilities:      	Conduct complex ...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:06.210141,1,ARK Solutions Inc.
"Law Clerk I :: Washington, DC (Onsite)",08/22/2025,25-04706,"Washington, DC","Law Clerk I - Washington, DC    Duration: Long term (24+ months), Onsite    Seeking for a professional to provide litigation support with significant legal writing and research.    Key Responsibilities:      	Conduct complex legal research and assist in preparing draft legal documents, such as motions, briefs, and memoranda.  	Review documents for relevance and privilege, and support attorneys thr...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:06.210142,1,ARK Solutions Inc.
"Business Analyst :: Richmond, VA (Hybrid)",08/22/2025,25-04705,"Richmond, VA","Business Analyst - Hybrid, Richmond, VA    Duration: 10 months    We are seeking a highly motivated and analytical individual with experience in Electronic Health Record (EHR) systems and Revenue Cycle Financials. This role involves collaborating with Subject Matter Experts (SMEs) and participating in various project phases. Key responsibilities include:      	Data collection and system desig...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:06.210143,1,ARK Solutions Inc.
"Network Security Specialist (Forensics Analyst) :: Ocoee, FL (Onsite)",08/21/2025,25-04703,"Ocoee, FL","Network Security Specialist (Forensics Analyst)    Location: Ocoee, FL    Duration: 10 months, Onsite    Join our team as a Network and Financial Risk Analyst with a focus on digital forensics. We are seeking a strategic thinker who can prevent, detect, and resolve complex fraud schemes while ensuring the highest standards for data protection.    Responsibilities:      	Lead investigations into pa...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:06.210145,1,ARK Solutions Inc.
"Enterprise Data Modeler :: Richmond, VA (Hybrid)",08/21/2025,25-04701,"Richmond, VA","Enterprise Data Modeler    Location: Richmond, VA (Hybrid)    Contract Duration: 11 months    We are looking for a Senior Data Modeler to develop data models for our cloud-based data management platform. This role involves supporting the enterprise information framework by analyzing business needs and creating data models. You will work closely with business and data architects to ensure consisten...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:06.210146,1,ARK Solutions Inc.
"PBM Business Integration Specialist (Pharmacist) :: Raleigh, NC (Remote/Hybrid)",08/21/2025,25-04700,"Raleigh, NC","PBM Business Integration Specialist (Pharmacist)    Location: Raleigh, NC (Remote/Hybrid)    Duration: 9 months    Join our team as a Pharmacy Benefits Management (PBM) Business Integration Specialist on the Medicaid Enterprise System (MES) project. This role involves providing expertise and business support to the Pharmacy and Ancillary Services Business Unit in developing and implementing the Me...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:06.210147,1,ARK Solutions Inc.
"Power & Dynamics 365 Lead :: Richmond, VA (Hybrid)",08/20/2025,25-04696,"Richmond, VA","Power & Dynamics 365 Lead    Location: Richmond, VA (Hybrid)    Contract Duration: 6 months    We are looking for an experienced Power Platform and Dynamics 365 Lead Developer to lead our Microsoft Dynamics 365 and Power Platform projects. This is a hybrid role based in Richmond, VA.    Key Responsibilities:      	Lead development and management of D365 and Power Platform solutions.  	Serve as...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:06.210148,1,ARK Solutions Inc.
"System Administrator (VMware, Storage, and Servers) :: Pompano FL OR Ocoee FL (Onsite)",08/20/2025,25-04690,"Ocoee, FL","System Administrator (VMware, Storage, and Servers)    Location: Pompano FL OR Ocoee FL (Onsite)    Duration: 10+ months    About the Role    We are looking for a skilled System Administrator with expertise in VMware, storage, and server administration. You will manage and maintain our virtualized infrastructure, ensuring performance, scalability, security, and reliability.    Core Responsibilitie...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:06.210149,1,ARK Solutions Inc.
"Systems Administrator :: Tallahassee, FL (Onsite)",08/19/2025,25-04686,"Tallahassee, FL","Systems Administrator    Location: Tallahassee, FL    Duration: 11 months, Onsite    Join our team as a Systems Administrator, where you will play a crucial role in supporting our Strategic Architecture Services team. You will be responsible for maintaining and troubleshooting Power Platform and SharePoint servers and sites.    Scope of Services:      	Monitor, maintain, and troubleshoot Power Pla...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:06.210150,1,ARK Solutions Inc.
"Technical Product Support Specialist - A/V & Event Specialist :: Ocoee, FL (Onsite)",08/27/2025,25-04732,"Ocoee, FL","Technical Product Support Specialist - A/V & Event Specialist    Location: Ocoee, FL    Duration: 9 months, Onsite    Position Summary:    Join our team to support audio visual technology in an enterprise environment. You will provide both in-person and remote technical support, ensuring top-tier service with clear communication. Responsibilities include asset tracking, installation, configura...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.280967,2,ARK Solutions Inc.
"Project Supervisor - Washington, DC (Onsite)",08/27/2025,25-04731,"Washington, DC","Project Supervisor - Washington, DC    Duration: 24+ months, Onsite    Project Description:      	Litigation support for the client, involving significant writing and possibly legal research.  	Analytical skills, attention to detail, and excellent writing ability are crucial.      Day-to-day Responsibilities:      	Work under the direction of the Project Manager.  	Responsible for major task areas...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.280978,2,ARK Solutions Inc.
"Supervisory Paralegal - Washington, DC (Onsite)",08/27/2025,25-04730,"Washington, DC","Supervisory Paralegal - Washington, DC    Duration: 24+ months, Onsite    Project Description:    Engage in litigation support, focusing on significant writing and legal research. Strong analytical skills and attention to detail are essential.    Responsibilities:      	Supervise paralegals and support staff on major projects.  	Ensure work meets contract and attorney requirements and is delivered...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.280981,2,ARK Solutions Inc.
"PeopleSoft Functional/Technical Consultant :: Harrisburg, PA (Remote/Hybrid)",08/26/2025,25-04729,"Harrisburg, PA","PeopleSoft Functional/Technical Consultant    Location: Harrisburg, PA (Remote/Hybrid)    Duration: 10+ months    We are looking for a talented Functional/Technical Consultant to join our team and work with the PeopleSoft Development and Human Resources teams. The primary focus will be on implementing the Absence Management module and integrating it with the existing Payroll system.    Requirement...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.280983,2,ARK Solutions Inc.
"Sr Oracle OCI Services and Solutions Architect :: Richmond, VA (Onsite/Hybrid)",08/26/2025,25-04728,"Richmond, VA","Sr Oracle OCI Services and Solutions Architect    Duration: 10 months | Location: Richmond, VA | Onsite/Hybrid    About The Role:    Join our team to assist with the design, review, and implementation of Oracle OCI services and solution offerings. You will work with customer agencies, managed cloud suppliers, and internal teams to ensure efficient, effective, secure, and compliant solutions based ...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.280984,2,ARK Solutions Inc.
"Service Support Specialist :: Raleigh, NC (Onsite)",08/26/2025,25-04725,"Raleigh, NC","Service Support Specialist    Location: Raleigh, NC    Duration: 10+ months (Onsite)    Job Summary:    Join our dynamic 24×7x365 Service Desk team as a Service Support Analyst. You'll provide advanced technical support and consultation to users across state agencies, universities, and private citizens. Utilize your strong customer service orientation and advanced troubleshooting skills ...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.280986,2,ARK Solutions Inc.
"Senior AWS Developer :: Raleigh, NC (Hybrid)",08/26/2025,25-04723,"Raleigh, NC","Senior AWS Developer    Location: Raleigh, NC    Duration: 12 months (Hybrid)    Job Summary:    We are looking for a Senior AWS Developer and this role involves collaboration with data modernization teams to design, implement, and manage AWS solutions that meet technical and business objectives.    Must-Have Skills and Experience:      	Proficient in using various AWS services for building enterp...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.280988,2,ARK Solutions Inc.
"Project Coordinator :: Atlanta, GA (Hybrid)",08/26/2025,25-04722,"Atlanta, GA","Project Coordinator - 9 Month Contract    Location: Hybrid, Atlanta, GA    Job Summary:    We are looking for a project coordinator to support the Human Resource Administration program and related technology initiatives. This role involves ensuring projects progress smoothly through all phases of the project life cycle.    Job Responsibilities:      	Plan and organize cross-functional IT tasks to ...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.280990,2,ARK Solutions Inc.
"IT Architect :: Atlanta, GA (Hybrid)",08/26/2025,25-04721,"Atlanta, GA","IT Architect    Location: Atlanta, GA (Hybrid)    Duration: 9+ months    Job Summary:    Lead and supervise a team of IT professionals in developing and implementing technology solutions. Coordinate communication between users, third-party vendors, and programmers. Manage project schedules and ensure timely completion of assignments. Participate in all aspects of software development, systems desi...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.280991,2,ARK Solutions Inc.
"Network/Telecom Specialist (NG911 Administrative Specialist) :: Raleigh, NC (Onsite)",08/25/2025,25-04715,"Raleigh, NC","Network/Telecom Specialist (NG911 Administrative Specialist)    Location: Raleigh, NC    Duration: 3 months, Onsite    Seeking a specialist to assist Tier I/II network technicians in monitoring the AT&T Esinet. This role involves incident response, ticket narration, document management, and communication with both internal and external stakeholders. Additionally, the position supports leadersh...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.280993,2,ARK Solutions Inc.
"Systems Support Technician :: Atlanta, GA (Hybrid)",08/25/2025,25-04714,"Atlanta, GA","Systems Support Technician    Location: Atlanta, GA    Duration: 9+ months, Hybrid    The Systems Support Technician will report to the Security Manager. Responsibilities include provisioning, managing, and troubleshooting user access for systems, applications, and databases as part of the Security team. Work across multiple platforms, including mainframe applications & data using RACF, Unix/L...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.280995,2,ARK Solutions Inc.
"Law Clerk II - Washington, DC (Onsite)",08/22/2025,25-04707,"Washington, DC","Law Clerk II - Washington, DC    Duration: 24+ months, Onsite    Seeking a professional to provide litigation support for a prestigious client. This role demands exceptional legal writing and research skills, along with the ability to work closely with attorneys on complex cases. The position requires a commitment to working on-site five days a week.    Key Responsibilities:      	Conduct complex ...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.280997,2,ARK Solutions Inc.
"Law Clerk I :: Washington, DC (Onsite)",08/22/2025,25-04706,"Washington, DC","Law Clerk I - Washington, DC    Duration: Long term (24+ months), Onsite    Seeking for a professional to provide litigation support with significant legal writing and research.    Key Responsibilities:      	Conduct complex legal research and assist in preparing draft legal documents, such as motions, briefs, and memoranda.  	Review documents for relevance and privilege, and support attorneys thr...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.280998,2,ARK Solutions Inc.
"Business Analyst :: Richmond, VA (Hybrid)",08/22/2025,25-04705,"Richmond, VA","Business Analyst - Hybrid, Richmond, VA    Duration: 10 months    We are seeking a highly motivated and analytical individual with experience in Electronic Health Record (EHR) systems and Revenue Cycle Financials. This role involves collaborating with Subject Matter Experts (SMEs) and participating in various project phases. Key responsibilities include:      	Data collection and system desig...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.281000,2,ARK Solutions Inc.
"Network Security Specialist (Forensics Analyst) :: Ocoee, FL (Onsite)",08/21/2025,25-04703,"Ocoee, FL","Network Security Specialist (Forensics Analyst)    Location: Ocoee, FL    Duration: 10 months, Onsite    Join our team as a Network and Financial Risk Analyst with a focus on digital forensics. We are seeking a strategic thinker who can prevent, detect, and resolve complex fraud schemes while ensuring the highest standards for data protection.    Responsibilities:      	Lead investigations into pa...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.281002,2,ARK Solutions Inc.
"Enterprise Data Modeler :: Richmond, VA (Hybrid)",08/21/2025,25-04701,"Richmond, VA","Enterprise Data Modeler    Location: Richmond, VA (Hybrid)    Contract Duration: 11 months    We are looking for a Senior Data Modeler to develop data models for our cloud-based data management platform. This role involves supporting the enterprise information framework by analyzing business needs and creating data models. You will work closely with business and data architects to ensure consisten...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.281004,2,ARK Solutions Inc.
"PBM Business Integration Specialist (Pharmacist) :: Raleigh, NC (Remote/Hybrid)",08/21/2025,25-04700,"Raleigh, NC","PBM Business Integration Specialist (Pharmacist)    Location: Raleigh, NC (Remote/Hybrid)    Duration: 9 months    Join our team as a Pharmacy Benefits Management (PBM) Business Integration Specialist on the Medicaid Enterprise System (MES) project. This role involves providing expertise and business support to the Pharmacy and Ancillary Services Business Unit in developing and implementing the Me...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.281006,2,ARK Solutions Inc.
"Power & Dynamics 365 Lead :: Richmond, VA (Hybrid)",08/20/2025,25-04696,"Richmond, VA","Power & Dynamics 365 Lead    Location: Richmond, VA (Hybrid)    Contract Duration: 6 months    We are looking for an experienced Power Platform and Dynamics 365 Lead Developer to lead our Microsoft Dynamics 365 and Power Platform projects. This is a hybrid role based in Richmond, VA.    Key Responsibilities:      	Lead development and management of D365 and Power Platform solutions.  	Serve as...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.281007,2,ARK Solutions Inc.
"System Administrator (VMware, Storage, and Servers) :: Pompano FL OR Ocoee FL (Onsite)",08/20/2025,25-04690,"Ocoee, FL","System Administrator (VMware, Storage, and Servers)    Location: Pompano FL OR Ocoee FL (Onsite)    Duration: 10+ months    About the Role    We are looking for a skilled System Administrator with expertise in VMware, storage, and server administration. You will manage and maintain our virtualized infrastructure, ensuring performance, scalability, security, and reliability.    Core Responsibilitie...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.281009,2,ARK Solutions Inc.
"Systems Administrator :: Tallahassee, FL (Onsite)",08/19/2025,25-04686,"Tallahassee, FL","Systems Administrator    Location: Tallahassee, FL    Duration: 11 months, Onsite    Join our team as a Systems Administrator, where you will play a crucial role in supporting our Strategic Architecture Services team. You will be responsible for maintaining and troubleshooting Power Platform and SharePoint servers and sites.    Scope of Services:      	Monitor, maintain, and troubleshoot Power Pla...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:10.281011,2,ARK Solutions Inc.
"Software Engineer – Java Backend/API :: Dallas, TX, Memphis, TN, McLean, VA (Remote)",08/19/2025,25-04678,"McLean, VA","Software Engineer – Java Backend/API    Location: Remote at Dallas, TX, Memphis, TN, McLean, VA    Duration: 9+ months    We are looking for a talented Software Engineer with expertise in Java backend and API development to join our engineering team. You will design, develop, and maintain scalable backend services and APIs for enterprise applications.    Key Responsibilities      	Desig...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:14.353262,3,ARK Solutions Inc.
"Auditor :: Knoxville, TN (Onsite)",08/19/2025,25-04677,"Knoxville, TN","Auditor    Location: Knoxville, TN | Duration: 9+ months | Onsite    Day-to-Day Responsibilities:      	Plan, implement, and manage audit investigations for litigation support.  	Analyze financial statements and records to meet audit objectives.  	Prepare reports and make recommendations based on audit results.  	Work with client attorneys on fraud detection in government programs.  	Conduct audit...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:14.353272,3,ARK Solutions Inc.
Senior Systems Engineer - REMOTE,08/18/2025,25-04672,"Bethesda, MD","Senior Systems Engineer - REMOTE    Duration: 11 months    Job Summary:    Perform various z/OS systems programming tasks, primarily in support of the mainframe security environment.    Candidate Profile:    Required Experience:      	10 years' overall experience in z/OS mainframe technologies  	Proficient in ACF2 installation, maintenance, configuration, and customization  	Experience impleme...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:14.353274,3,ARK Solutions Inc.
Data Migration Specialist (Lead Software Developer) :: REMOTE,08/18/2025,25-04670,"Washington, DC","Data Migration Specialist (Lead Software Developer)    Duration: 24+ months | Location: REMOTE    Project Description:      	Full Life Cycle Implementation - Design, Build, Test, Deploy, Support      Day-to-day Responsibilities:      	Analyze, plan, and execute data migration activities from legacy systems to SAP S/4HANA.  	Collaborate with teams to define data migration scope, strategy, and cutov...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:14.353275,3,ARK Solutions Inc.
Sr. Network DevOps Engineer,08/14/2025,25-04659,"Bethesda, MD","Sr. Network DevOps Engineer    Location: Remote    Contract Duration: 6 months    Job Summary:    Join our innovative Network DevOps team to drive global network automation and enhance user experiences. We're building a next-gen, self-healing network platform and need passionate engineers to help us achieve these goals.    Ideal Candidate:      	Experience with routers, switches, firewalls, WA...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:14.353277,3,ARK Solutions Inc.
"Business Analyst :: Richmond, VA (Onsite)",08/13/2025,25-04649,"Richmond, VA","Business Analyst     Location: Richmond, VA    Duration: 11 months (Onsite)    Join our Business Analytics and Testing Support Team as a Business Analyst. We are looking for someone with strong stakeholder management skills and the ability to take initiative. This role involves working with Agile and Waterfall methodologies to ensure customer requirements are met through development and deliv...",https://www2.jobdiva.com/portal/?a=hdjdnwt3oqdy1dsj4sou8i7vyoimqj03bekdzg89i3qyi2p5pohpfah42mexnfsd&compid=0#/,2025-08-27T15:30:14.353278,3,ARK Solutions Inc.
