title,date,jobId,location,description,url,scraped_at,page_number,Contractor
Quality Control - Body and Paint Assistant Manager -Exterior,"$75,000-90,000/year",08/25/2025,25-10465,"Quality Assurance Test Specialist   Employment Type: Full-time / Permanent   Location: Ellabell, GA    Client is seeking a  Quality Assurance Test Specialist to perform material testing, evaluate processes, and ensure the highest quality standards for EV components. This role will support product testing, tool calibration, and cross-functional continuous improvement initiatives.        Responsibil...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:46.378244,1,Metasys Technologies Inc
Administrative Assistant,$25/hour,08/25/2025,25-10464,"Administrative Assistant   6+Month Contract   Des Moines, IA    Overview   This position provides administrative support in a fast-paced, professional environment. The role involves handling confidential information, managing multiple time-sensitive tasks, and working effectively with individuals at all levels of an organization.    Responsibilities      	  	Provide administrative support function...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:46.378244,1,Metasys Technologies Inc
Quality Control - Body and Paint Assistant Manager -Exterior,"$100,000-125,000/year",08/25/2025,25-10462,"Job Title: Quality Control - Body and Paint Assistant Manager - Exterior   Employment Type: Full-time / Permanent   Location: Ellabell, GA   Industry: Automotive    Job Description:   We are seeking a Quality Control - Body and Paint Assistant Manager - Exterior to oversee quality management in automotive body and paint processes. The role inspects materials and assemblies, develops countermeasure...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:46.378245,1,Metasys Technologies Inc
Quality Control New Vehicle Assistant Manager,"$100,000-125,000/year",08/25/2025,25-10461,"Job Title: Quality Control New Vehicle Assistant Manager  Employment Type: Full-time / Permanent  Location: Ellabell, GA  Industry: Automotive    Job Description:  We are seeking a Quality Control New Vehicle Assistant Manager to coordinate, execute, and monitor quality activities throughout new vehicle development milestones. This role ensures high-quality assembled vehicles and leads project man...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:46.378246,1,Metasys Technologies Inc
Quality Control New Vehicle Specialist,"$75,000-90,000/year",08/25/2025,25-10460,"Job Title: New Vehicle Associate / Specialist       Employment Type: Full-time / Permanent       Location: Ellabell, GA       Industry: Automotive          Job Description:     We are seeking a New Vehicle Associate / Specialist to coordinate, execute, and monitor quality control activities throughout new vehicle development milestones. This role ensures high-quality assembled vehicles, aligns wit...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:46.378246,1,Metasys Technologies Inc
Quality Control Parts Quality Specialist -Electric,"$75,000-90,000/year",08/25/2025,25-10459,"Job Title: Quality Control Parts Quality Specialist – Electric       Employment Type: Full-time / Permanent       Location: Ellabell, GA       Industry: Automotive          Job Description:     We are seeking a Quality Control Parts Quality Specialist – Electric to oversee inspection, analysis, and improvement of electrical automotive parts. This role supports new vehicle projects and ...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:46.378247,1,Metasys Technologies Inc
Quality Control Body/Paint Engineering Specialist - Exterior,"$75,000-90,000/year",08/25/2025,25-10458,"Job Title: QQuality Control Body/Paint Engineering Specialist - Exterior   Employment Type: Full-time / Permanent   Location: Ellabell, GA   Industry: Automotive    Job Description:   We are seeking a Quality Control Body Exterior Specialist to inspect and improve car body parts and processes to meet quality standards and customer requirements. This role supports production, supplier quality, and ...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:46.378248,1,Metasys Technologies Inc
Mailroom Clerk,$17.02-20.00/hour,08/22/2025,25-10454,"Candidates who receive an offer will be required to successfully complete a background check and drug test as a condition of employment.  Mail Clerk   Pella, IA (onsite)   4+ Month Contract   M-F 8:00 AM - 5:00 PM    Overview:   Provides operational support in copying, imaging, mail distribution, and general office services. This role involves high-volume document handling, customer service, and p...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:46.378248,1,Metasys Technologies Inc
Receptionist,$19-21/hour,08/22/2025,25-10452,"Candidates who receive an offer will be required to successfully complete a background check and drug test as a condition of employment.  Receptionist   Duration: 2+ Month Temp to hire   San Diego, CA (onsite)   8 AM-5 PM M-F    Overview:   Client is seeking a professional Receptionist to provide front desk support in a managed service environment. This temp-to-hire role involves greeting visitors...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:46.378249,1,Metasys Technologies Inc
Mail & Print Services Associate,$17.69/hour,08/27/2025,25-10486,"Candidates who receive an offer will be required to successfully complete a background check and drug test as a condition of employment.      Mail & Print Services Associate   Baton Rouge​, LA, 70813   2 months   M-F 9:00 AM - 6:00 PM  Job Description    Overview:   We are seeking a detail-oriented and customer-focused professional to join our team. This role involves shipping and mail proce...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466614,2,Metasys Technologies Inc
Special Projects Manager,$43-48/hour,08/27/2025,25-10483,"Special Projects Manager     Job Location: Boston, MA (hybrid work model with in-office presence required on Tuesdays)     Job Duration: 3-6 Months         Role Overview        	   The person in this role will plan and execute high-visibility events and special projects for client university.       	   Projects may include twice-annual nutrition council meetings and donor stewardship videos and re...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466627,2,Metasys Technologies Inc
Power Platform Developer,$10-15/hour,08/26/2025,25-10476,"Power Platform Developer   Bangalore, India-(Remote)   6+ Month Contract         Client is seeking an experienced Power Platform Developer to implement enterprise solutions using Microsoft's Power Platform as per defined standards. This role requires hands-on experience delivering real-world implementations across Power Apps, Power Automate, Power BI. The ideal candidate will possess a strong tech...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466629,2,Metasys Technologies Inc
ControlM Integration Consultant,$40-50/hour,08/26/2025,25-10475,"ControlM Integration Consultant    12+Month Contract    Phoenix, AZ (onsite)        Responsibilitues:           	   Participate in enterprise integration design sessions and provide Control‐M expertise to ensure alignment of batch workflows with overall solution architecture.      	   Collaborate with APS and application teams to review and validate technical specifications, ensuring Control...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466630,2,Metasys Technologies Inc
Quality Assurance Verification Assistant Manager,"$100,000-125,000/year",08/26/2025,25-10474,"Quality Assurance Verification Assistant Manager    Ellabell, GA (onsite)    Perm Role        As a Quality Assurance Verification Assistant Manager, you will be responsible for implementing and maintaining quality management systems, ensuring compliance with ISO9001 standards, and driving a culture of continuous improvement across the organization.              Responsibilities        	  Implement...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466632,2,Metasys Technologies Inc
Mail & Package Associate,$19.50/hour,08/26/2025,25-10473,"Candidates who receive an offer will be required to successfully complete a background check and drug test as a condition of employment.  Mail & Package Associate   Bellevue, WA,98004   9:00 am - 4:00 pm   6 months (Temp to hire)    ​Position is primarily receiving packages and delivering to local mail stops (walking distance, up a flight of stairs). Candidate should be able to manage stairs...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466633,2,Metasys Technologies Inc
Sr. Project Manager,$60-70/hour,08/26/2025,25-10471,"Sr. Project Manager   Location: Must be somewhat local to NCAL to travel in at least once a month, Oakland CA   Duration: 6 Months         The immediate need is for someone who can be the PM on the Enterprise Estimating System (EES), which will be undergoing major changes over the next three years. The application is used by about 1400 Gas and Electric Distribution designers to do everything betwe...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466635,2,Metasys Technologies Inc
Tax Accountant / Tax Manager – Public Accounting Services,"$0-100,000/year",08/26/2025,25-10470,"Tax Accountant / Tax Manager – Public Accounting Services   Full-Time | Permanent | Hybrid   Location Options: Chicago, IL | Kansas City, MO | St. Louis, MO | Las Vegas, NV | Nashville, TN | Denver, CO   Typical Hours: Monday–Friday, 8:00 AM – 5:00 PM         Join a highly collaborative Tax Services team supporting one of the most innovative and respected public accounting firms ...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466636,2,Metasys Technologies Inc
Mail/Finishing Level 2,$19/hour,08/26/2025,25-10469,"Candidates who receive an offer will be required to successfully complete a background check and drug test as a condition of employment.      Mailroom Operator   12+ Months Project   8:00 AM - 4:30 PM   Minneapolis, MN(onsite)      Job Description: The Mailroom Operator is responsible for operating high-level mail equipment, including mail inserters, sorters, finishing equipment, and specialized s...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466637,2,Metasys Technologies Inc
Delivery Ops - Print Production Level 1 - SCA only,$17.24/hour,08/26/2025,25-10477,Candidates who receive an offer will be required to successfully complete a background check and drug test as a condition of employment.      Delivery Ops - Print Production Level 1 - SCA only   Carson City NV 89701   12 Months Contract   Monday to Friday 8:00am to 5:00pm   Note- Candidate will receive a bonus of $4.80/Hour along with a pay rate    ESSENTIAL FUNCTIONS:      	  	Possesses skills an...,https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466639,2,Metasys Technologies Inc
Legal Office Coordinator,$20/hour,08/25/2025,25-10467,"Candidates who receive an offer will be required to successfully complete a background check and drug test as a condition of employment.    Legal Office Coordinator     San Diego, CA 92101​     04 months contract (temp to perm)    M-F (8:30 AM - 5:30 PM)       Overview    Supports daily operations in a professional office environment. Duties include high-volume copying, scanning, mail and su...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466640,2,Metasys Technologies Inc
Quality Control - Body and Paint Assistant Manager -Exterior,"$75,000-90,000/year",08/25/2025,25-10465,"Quality Assurance Test Specialist   Employment Type: Full-time / Permanent   Location: Ellabell, GA    Client is seeking a  Quality Assurance Test Specialist to perform material testing, evaluate processes, and ensure the highest quality standards for EV components. This role will support product testing, tool calibration, and cross-functional continuous improvement initiatives.        Responsibil...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466642,2,Metasys Technologies Inc
Administrative Assistant,$25/hour,08/25/2025,25-10464,"Administrative Assistant   6+Month Contract   Des Moines, IA    Overview   This position provides administrative support in a fast-paced, professional environment. The role involves handling confidential information, managing multiple time-sensitive tasks, and working effectively with individuals at all levels of an organization.    Responsibilities      	  	Provide administrative support function...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466643,2,Metasys Technologies Inc
Quality Control - Body and Paint Assistant Manager -Exterior,"$100,000-125,000/year",08/25/2025,25-10462,"Job Title: Quality Control - Body and Paint Assistant Manager - Exterior   Employment Type: Full-time / Permanent   Location: Ellabell, GA   Industry: Automotive    Job Description:   We are seeking a Quality Control - Body and Paint Assistant Manager - Exterior to oversee quality management in automotive body and paint processes. The role inspects materials and assemblies, develops countermeasure...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466645,2,Metasys Technologies Inc
Quality Control New Vehicle Assistant Manager,"$100,000-125,000/year",08/25/2025,25-10461,"Job Title: Quality Control New Vehicle Assistant Manager  Employment Type: Full-time / Permanent  Location: Ellabell, GA  Industry: Automotive    Job Description:  We are seeking a Quality Control New Vehicle Assistant Manager to coordinate, execute, and monitor quality activities throughout new vehicle development milestones. This role ensures high-quality assembled vehicles and leads project man...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466646,2,Metasys Technologies Inc
Quality Control New Vehicle Specialist,"$75,000-90,000/year",08/25/2025,25-10460,"Job Title: New Vehicle Associate / Specialist       Employment Type: Full-time / Permanent       Location: Ellabell, GA       Industry: Automotive          Job Description:     We are seeking a New Vehicle Associate / Specialist to coordinate, execute, and monitor quality control activities throughout new vehicle development milestones. This role ensures high-quality assembled vehicles, aligns wit...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466648,2,Metasys Technologies Inc
Quality Control Parts Quality Specialist -Electric,"$75,000-90,000/year",08/25/2025,25-10459,"Job Title: Quality Control Parts Quality Specialist – Electric       Employment Type: Full-time / Permanent       Location: Ellabell, GA       Industry: Automotive          Job Description:     We are seeking a Quality Control Parts Quality Specialist – Electric to oversee inspection, analysis, and improvement of electrical automotive parts. This role supports new vehicle projects and ...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466649,2,Metasys Technologies Inc
Quality Control Body/Paint Engineering Specialist - Exterior,"$75,000-90,000/year",08/25/2025,25-10458,"Job Title: QQuality Control Body/Paint Engineering Specialist - Exterior   Employment Type: Full-time / Permanent   Location: Ellabell, GA   Industry: Automotive    Job Description:   We are seeking a Quality Control Body Exterior Specialist to inspect and improve car body parts and processes to meet quality standards and customer requirements. This role supports production, supplier quality, and ...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466651,2,Metasys Technologies Inc
Mailroom Clerk,$17.02-20.00/hour,08/22/2025,25-10454,"Candidates who receive an offer will be required to successfully complete a background check and drug test as a condition of employment.  Mail Clerk   Pella, IA (onsite)   4+ Month Contract   M-F 8:00 AM - 5:00 PM    Overview:   Provides operational support in copying, imaging, mail distribution, and general office services. This role involves high-volume document handling, customer service, and p...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466652,2,Metasys Technologies Inc
Receptionist,$19-21/hour,08/22/2025,25-10452,"Candidates who receive an offer will be required to successfully complete a background check and drug test as a condition of employment.  Receptionist   Duration: 2+ Month Temp to hire   San Diego, CA (onsite)   8 AM-5 PM M-F    Overview:   Client is seeking a professional Receptionist to provide front desk support in a managed service environment. This temp-to-hire role involves greeting visitors...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:50.466653,2,Metasys Technologies Inc
Procurement Analyst,$38-40/hour,08/22/2025,25-10448,Candidates who receive an offer will be required to successfully complete a background check and drug test as a condition of employment.            Procurement Analyst     Richardson TX - Hybrid (could be open to remote for the right candidate- must be adept at working virtually)     Start/End Dates: 9/3/2025 - 11/30/2025 (could potentially extend to 12/31)     Hours: M-F            Pre Screening ...,https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:54.520470,3,Metasys Technologies Inc
IT Enterprise Specialist,$33.33/hour,08/22/2025,25-10449,"IT Enterprise Specialist     Glen Allen, VA (onsite)     12+Month Contract            This position requires knowledge of software applications and hardware, strong customer service skills, and the ability to apply technical knowledge to meet customer needs. Travel is required 10% of the time using a personal vehicle; mileage and other travel expenses will be reimbursed according to organizational...",https://www2.jobdiva.com/portal/?a=bpjdnwgu38j84sabghlw7x9mmxinki0297vano3tk7rjth7i2es8ayn8uhi63zh7&compid=0&hsutk=a21b1eff3de09c5127048f7b8eb4f84e&contentType=standard-page&pageId=10502537135#/,2025-08-27T15:51:54.520475,3,Metasys Technologies Inc
